time,lat,lon,alt,speed
2026-04-02 17:02:21.395,11.0269933,77.0272756,2412.0,0.9
2026-04-02 17:02:21.595,11.0269935,77.0272757,2412.0,0.9
2026-04-02 17:02:21.795,11.0269939,77.0272758,2412.0,0.9
2026-04-02 17:02:21.995,11.0269941,77.0272759,2412.0,0.9
2026-04-02 17:02:22.196,11.0269944,77.027276,2412.0,0.9
2026-04-02 17:02:22.395,11.0269947,77.0272762,2412.0,0.9
2026-04-02 17:02:22.615,11.0269951,77.0272763,2412.0,0.9
2026-04-02 17:02:22.815,11.0269952,77.0272764,2412.0,0.9
2026-04-02 17:02:22.996,11.0269954,77.0272765,2412.0,0.9
2026-04-02 17:02:23.215,11.0269957,77.0272766,2412.0,0.9
2026-04-02 17:02:23.396,11.0269959,77.0272767,2412.0,0.9
2026-04-02 17:02:23.595,11.026996,77.0272768,2412.0,0.9
2026-04-02 17:02:23.815,11.0269963,77.0272769,2412.0,0.9
2026-04-02 17:02:23.995,11.0269965,77.027277,2412.0,0.9
2026-04-02 17:02:24.215,11.0269968,77.0272772,2412.0,0.89
2026-04-02 17:02:24.415,11.0269974,77.0272773,2412.0,0.89
2026-04-02 17:02:24.615,11.0269977,77.0272775,2412.0,0.89
2026-04-02 17:02:24.795,11.0269982,77.0272777,2412.0,0.89
2026-04-02 17:02:25.015,11.0269984,77.0272779,2412.0,0.89
2026-04-02 17:02:25.235,11.0269986,77.0272782,2412.0,0.89
2026-04-02 17:02:25.415,11.0269987,77.0272783,2412.0,0.89
2026-04-02 17:02:25.615,11.0269988,77.0272785,2412.0,0.89
2026-04-02 17:02:25.815,11.0269989,77.0272787,2412.0,0.89
2026-04-02 17:02:26.015,11.026999,77.0272788,2412.0,0.89
2026-04-02 17:02:26.195,11.0269993,77.027279,2412.0,0.89
2026-04-02 17:02:26.415,11.0269995,77.0272791,2412.0,0.89
2026-04-02 17:02:26.615,11.0269997,77.0272793,2412.0,0.89
2026-04-02 17:02:26.815,11.0270001,77.0272794,2412.0,0.89
2026-04-02 17:02:27.015,11.0270003,77.0272797,2412.0,0.89
2026-04-02 17:02:27.236,11.0270005,77.02728,2412.0,0.89
2026-04-02 17:02:27.415,11.0270007,77.0272801,2412.0,0.89
2026-04-02 17:02:27.615,11.027001,77.0272803,2412.0,0.89
2026-04-02 17:02:27.815,11.0270012,77.0272805,2412.0,0.89
2026-04-02 17:02:28.015,11.0270015,77.0272807,2412.0,0.89
2026-04-02 17:02:28.215,11.0270018,77.0272808,2412.0,0.89
2026-04-02 17:02:28.415,11.0270018,77.0272811,2412.0,0.89
2026-04-02 17:02:28.615,11.027002,77.0272813,2412.0,0.88
2026-04-02 17:02:28.815,11.0270023,77.0272814,2412.0,0.88
2026-04-02 17:02:28.995,11.0270026,77.0272816,2412.0,0.88
2026-04-02 17:02:29.215,11.0270031,77.0272818,2412.0,0.88
2026-04-02 17:02:29.415,11.0270033,77.027282,2412.0,0.88
2026-04-02 17:02:29.615,11.0270036,77.0272821,2412.0,0.88
2026-04-02 17:02:29.815,11.0270038,77.0272821,2412.0,0.88
2026-04-02 17:02:30.015,11.0270038,77.0272823,2412.0,0.88
2026-04-02 17:02:30.216,11.0270039,77.0272824,2412.0,0.88
2026-04-02 17:02:30.395,11.0270041,77.0272825,2412.0,0.88
2026-04-02 17:02:30.615,11.0270042,77.0272827,2412.0,0.88
2026-04-02 17:02:30.815,11.0270044,77.0272828,2412.0,0.88
2026-04-02 17:02:31.016,11.0270045,77.0272829,2412.0,0.88
2026-04-02 17:02:31.216,11.0270047,77.027283,2412.0,0.88
2026-04-02 17:02:31.416,11.0270049,77.027283,2412.0,0.88
2026-04-02 17:02:31.616,11.0270049,77.0272832,2412.0,0.88
2026-04-02 17:02:31.796,11.0270049,77.0272835,2412.0,0.88
2026-04-02 17:02:32.016,11.0270052,77.0272836,2412.0,0.88
2026-04-02 17:02:32.216,11.0270054,77.0272837,2412.0,0.88
2026-04-02 17:02:32.396,11.0270055,77.0272838,2412.0,0.88
2026-04-02 17:02:32.616,11.0270056,77.0272839,2412.0,0.88
2026-04-02 17:02:32.816,11.0270055,77.027284,2412.0,0.88
2026-04-02 17:02:33.016,11.0270055,77.0272841,2412.0,0.88
2026-04-02 17:02:33.216,11.0270055,77.0272841,2412.0,0.88
2026-04-02 17:02:33.416,11.0270055,77.0272841,2412.0,0.88
2026-04-02 17:02:33.616,11.0270054,77.0272842,2412.0,0.88
2026-04-02 17:02:33.816,11.0270053,77.0272843,2412.0,0.88
2026-04-02 17:09:19.830,11.0269786,77.0272829,2412.0,0.74
2026-04-02 17:09:20.030,11.0269786,77.0272829,2412.0,0.74
2026-04-02 17:09:20.230,11.0269786,77.0272828,2412.0,0.74
2026-04-02 17:09:20.430,11.0269788,77.0272827,2412.0,0.74
2026-04-02 17:09:20.630,11.0269789,77.0272827,2412.0,0.74
2026-04-02 17:09:20.830,11.0269788,77.0272826,2412.0,0.74
2026-04-02 17:09:21.030,11.0269787,77.0272826,2412.0,0.74
